generator;drift_type;size;classifier;detector;accuracy_mean;accuracy_conf;cohen_kappas_mean;cohen_kappas_conf;time_mean;time_conf;memory_mean;memory_conf;drifts_mean;drifts_conf
agrawal2;abrupt;1M;NB;basic;0.7504;0.0006;0.3702;0.0012;135.3;3.9622;63676.416;820.0229;0.0;0.0
agrawal2;gradual;1M;NB;basic;0.7504;0.0006;0.3702;0.0012;149.0;10.3005;63313.92;0.0;0.0;0.0
agrawal2;abrupt;1M;HT;basic;0.7929;0.01;0.5304;0.0178;153.4;8.9615;32403095.552;2257781.3751;0.0;0.0
agrawal2;abrupt;1M;NoChange;basic;0.6981;0.0004;0.251;0.0006;69.0;2.546;703.0;17.3268;0.0;0.0
agrawal2;gradual;1M;NoChange;basic;0.6979;0.0004;0.2505;0.0006;75.7;5.0813;623.0;17.3268;0.0;0.0
agrawal2;abrupt;1M;MajClass;basic;0.7201;0.0004;-0.0;0.0;72.9;2.79;809.0;17.3268;0.0;0.0
agrawal2;gradual;1M;MajClass;basic;0.7201;0.0004;-0.0;0.0;80.4;6.2016;729.0;17.3268;0.0;0.0
agrawal2;abrupt;1M;HT;ADWIN;0.8959;0.0007;0.7405;0.002;200.3;6.3003;57590.784;847.9205;114.0;3.2695
agrawal2;abrupt;1M;HT;CUSUM;0.9518;0.0048;0.8833;0.0114;160.8;4.7066;43725.824;41.9314;4.1;0.2262
agrawal2;abrupt;1M;HT;DDM;0.9517;0.0055;0.8829;0.0129;161.5;3.8781;177778.688;197784.8639;9.5;3.0953
agrawal2;abrupt;1M;HT;ECDD;0.867;0.0004;0.6656;0.0011;170.7;3.8751;114944.0;16532.9364;1613.2;21.3513
agrawal2;abrupt;1M;HT;EDDM;0.9331;0.0155;0.8399;0.0356;155.4;6.5407;154144.768;90402.4684;18.8;4.4585
agrawal2;abrupt;1M;HT;GMA;0.7929;0.01;0.5304;0.0178;174.4;7.617;32406241.28;2257561.0914;0.0;0.0
agrawal2;abrupt;1M;HT;HDDMA;0.9495;0.0061;0.8772;0.0144;171.6;4.9584;50025.472;6145.3421;7.7;1.7212
agrawal2;abrupt;1M;HT;HDDMW;0.9479;0.0092;0.8706;0.0235;168.8;4.1136;52429.824;6150.5279;30.2;11.4794
agrawal2;abrupt;1M;HT;KSWIN;0.8572;0.018;0.6719;0.039;432.1;10.2136;16690905.4976;4080365.2233;1.14;0.3299
agrawal2;abrupt;1M;HT;PH;0.9513;0.0053;0.8819;0.0124;155.7;4.8874;43339.776;716.5049;4.0;0.0
agrawal2;abrupt;1M;HT;RDDM;0.9421;0.0021;0.8597;0.0048;166.4;5.4917;135158.784;19688.553;76.8;15.5225
agrawal2;abrupt;1M;HT;STEPD;0.8976;0.0017;0.7407;0.0046;297.4;6.8465;100678.656;10244.4195;508.4;32.4754
agrawal2;abrupt;1M;NB;ADWIN;0.8969;0.0007;0.7398;0.0019;234.5;5.9685;76644.352;53.4738;4.5;0.7727
agrawal2;abrupt;1M;NB;CUSUM;0.899;0.0005;0.7449;0.0012;196.7;7.6383;66204.672;107.162;9.8;2.0457
agrawal2;abrupt;1M;NB;DDM;0.8683;0.0175;0.6747;0.0366;197.6;5.9393;103861.248;17472.8382;7.0;1.1184
agrawal2;abrupt;1M;NB;ECDD;0.8865;0.0003;0.7149;0.0008;201.7;6.3988;147505.152;18889.4119;1858.8;18.5528
agrawal2;abrupt;1M;NB;EDDM;0.7508;0.0006;0.3721;0.0031;192.2;6.675;128980.992;86.1769;2.5;1.626
agrawal2;abrupt;1M;NB;GMA;0.7504;0.0006;0.3702;0.0012;193.2;7.1361;65815.552;42.2994;0.0;0.0
agrawal2;abrupt;1M;NB;HDDMA;0.8989;0.0006;0.7446;0.0013;210.6;5.9965;67562.496;107.0173;7.7;1.5835
agrawal2;abrupt;1M;NB;HDDMW;0.8982;0.0004;0.7427;0.0009;207.2;6.3609;70622.208;87.6347;48.3;2.9792
agrawal2;abrupt;1M;NB;KSWIN;0.7822;0.0122;0.4538;0.0295;480.12;10.6547;67014.0416;67.4616;1.46;0.4418
agrawal2;abrupt;1M;NB;PH;0.8988;0.0006;0.7446;0.0013;194.2;6.5024;66044.928;38.7693;4.1;0.2262
agrawal2;abrupt;1M;NB;RDDM;0.8972;0.0009;0.7401;0.0019;201.9;7.3453;187554.816;172.915;54.5;5.0047
agrawal2;abrupt;1M;NB;STEPD;0.8964;0.0004;0.7382;0.001;319.4;10.1346;136525.824;20582.5676;486.9;42.4665
agrawal2;gradual;1M;NB;ADWIN;0.8969;0.0007;0.7398;0.002;260.6;17.9052;76363.776;28.7256;4.5;0.7727
agrawal2;gradual;1M;NB;CUSUM;0.8986;0.0005;0.7436;0.0011;220.9;17.8137;65905.664;74.7391;9.6;1.8222
agrawal2;gradual;1M;NB;DDM;0.8779;0.013;0.6925;0.0282;221.7;18.0187;106583.04;21010.7055;5.9;1.3677
agrawal2;gradual;1M;NB;ECDD;0.8863;0.0004;0.7142;0.0009;227.8;15.4491;146806.784;18907.1505;1844.0;18.7242
agrawal2;gradual;1M;NB;EDDM;0.7508;0.0006;0.3721;0.0031;212.5;15.048;128713.728;58.5053;2.5;1.626
agrawal2;gradual;1M;NB;GMA;0.7504;0.0006;0.3702;0.0012;214.6;15.7783;65520.64;15.1507;0.0;0.0
agrawal2;gradual;1M;NB;HDDMA;0.8985;0.0004;0.7434;0.001;233.1;16.8255;67146.752;68.1988;7.7;1.5835
agrawal2;gradual;1M;NB;HDDMW;0.8975;0.0004;0.7408;0.001;230.5;19.4518;70237.184;93.8376;48.4;3.0574
agrawal2;gradual;1M;NB;KSWIN;0.7758;0.0105;0.4419;0.0252;537.08;16.3936;66894.848;62.9821;1.3;0.3819
agrawal2;gradual;1M;NB;PH;0.8987;0.0006;0.7442;0.0014;219.1;17.5565;65754.112;14.2587;4.1;0.2262
agrawal2;gradual;1M;NB;RDDM;0.8982;0.0005;0.7429;0.0011;232.3;18.6909;174817.28;18580.1151;55.1;8.0613
agrawal2;gradual;1M;NB;STEPD;0.8961;0.0004;0.7374;0.001;362.9;26.6671;135912.448;20621.2702;487.3;40.3922
